evidence_id,request_id,source_id,claim,excerpt,entity,topic,date,confidence,credibility,recency_score,duplicate_flag,contradiction_flag,validation
ev-01948,req-0293,src-00580,Supply constraints remain a monitored risk in Southeast Asia,DEMO evidence excerpt: supply constraints remain a monitored risk in southeast asia based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,Alibaba,technology adoption,2024-12-28,0.59,84,69,no,no,pass
ev-01949,req-0321,src-00661,The evidence indicates a potential value-leakage theme in Canada,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in canada based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,Microsoft,investment trends,2026-04-08,0.77,62,85,yes,no,pass
ev-01950,req-0109,src-01852,Working-capital exposure is concentrated in selected segments in India,DEMO evidence excerpt: working-capital exposure is concentrated in selected segments in india based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,Abbott,market growth,2026-06-26,0.9,89,63,yes,no,pass
ev-01951,req-0085,src-01251,The evidence indicates a potential value-leakage theme in India,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in india based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Rockwell Automation,market growth,2025-08-29,0.92,87,83,yes,yes,pass
ev-01952,req-0262,src-00955,Technology adoption is expanding in United Kingdom,DEMO evidence excerpt: technology adoption is expanding in united kingdom based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,Razorpay,technology adoption,2024-02-14,0.97,82,73,no,no,pass
ev-01953,req-0447,src-01552,Demand is shifting toward premium offerings in Australia,DEMO evidence excerpt: demand is shifting toward premium offerings in australia based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Microsoft,product launches,2026-04-05,0.95,81,89,no,no,pass
ev-01954,req-0437,src-01099,Investment activity increased in Europe,DEMO evidence excerpt: investment activity increased in europe based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,Hyundai,product launches,2025-04-17,0.8,72,58,no,no,pass
ev-01955,req-0498,src-00163,Operational efficiency is emerging as a value lever in Australia,DEMO evidence excerpt: operational efficiency is emerging as a value lever in australia based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,Adyen,competitor movement,2026-08-23,0.96,95,78,yes,yes,pass
ev-01956,req-0317,src-01208,The evidence indicates a potential value-leakage theme in Japan,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in japan based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,OpenAI,working capital,2024-01-30,0.66,69,62,no,no,pass
ev-01957,req-0204,src-01447,Operational efficiency is emerging as a value lever in Global,DEMO evidence excerpt: operational efficiency is emerging as a value lever in global based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,Siemens Gamesa,value leakage,2024-02-18,0.62,92,91,yes,no,review
ev-01958,req-0485,src-01646,Pricing pressure is increasing in Middle East,DEMO evidence excerpt: pricing pressure is increasing in middle east based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,Hyundai,customer behavior,2026-03-08,0.86,75,91,no,no,pass
ev-01959,req-0369,src-00513,Demand is shifting toward premium offerings in Southeast Asia,DEMO evidence excerpt: demand is shifting toward premium offerings in southeast asia based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,AMD,investment trends,2024-08-18,0.59,90,82,no,no,pass
ev-01960,req-0092,src-01085,The evidence indicates a potential value-leakage theme in India,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in india based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,Toyota,market growth,2026-08-23,0.68,67,59,yes,yes,review
ev-01961,req-0078,src-01095,Technology adoption is expanding in United States,DEMO evidence excerpt: technology adoption is expanding in united states based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,BMW,pricing & demand,2025-02-04,0.88,95,71,yes,no,pass
ev-01962,req-0362,src-00844,Demand is shifting toward premium offerings in Global,DEMO evidence excerpt: demand is shifting toward premium offerings in global based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Amazon,value leakage,2024-06-10,0.81,92,98,no,no,pass
ev-01963,req-0350,src-00518,Operational efficiency is emerging as a value lever in Canada,DEMO evidence excerpt: operational efficiency is emerging as a value lever in canada based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,ICICI Bank,technology adoption,2026-01-20,0.91,98,91,no,no,pass
ev-01964,req-0389,src-00613,Investment activity increased in Southeast Asia,DEMO evidence excerpt: investment activity increased in southeast asia based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,TSMC,competitor movement,2025-09-25,0.7,63,79,no,no,pass
ev-01965,req-0194,src-01021,Investment activity increased in India,DEMO evidence excerpt: investment activity increased in india based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,IBM,product launches,2024-11-26,0.8,65,64,no,yes,review
ev-01966,req-0016,src-00636,Competitor announced a new partnership in United Kingdom,DEMO evidence excerpt: competitor announced a new partnership in united kingdom based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,Schneider Electric,operational efficiency,2026-06-25,0.72,74,59,no,no,pass
ev-01967,req-0341,src-00445,Regulatory requirements are tightening in Japan,DEMO evidence excerpt: regulatory requirements are tightening in japan based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Bharti Airtel,product launches,2024-01-05,0.71,60,74,no,no,pass
ev-01968,req-0102,src-01499,Technology adoption is expanding in Europe,DEMO evidence excerpt: technology adoption is expanding in europe based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Maersk,operational efficiency,2026-05-11,0.9,98,89,no,no,pass
ev-01969,req-0367,src-01941,The evidence indicates a potential value-leakage theme in United States,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in united states based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,ICICI Bank,technology adoption,2024-06-20,0.82,86,87,no,no,pass
ev-01970,req-0372,src-00161,Regulatory requirements are tightening in Australia,DEMO evidence excerpt: regulatory requirements are tightening in australia based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,NVIDIA,risk & exposure,2026-06-13,0.86,96,91,no,no,pass
ev-01971,req-0349,src-00381,The evidence indicates a potential value-leakage theme in Global,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in global based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,MG Motor India,market size,2025-11-12,0.74,98,66,no,no,pass
